ENTREZID	SYMBOL	GENENAME	baseMean	log2FC_shrink	lfcSE	pvalue	FDR	log2FC_raw	pvalue_raw	sig_status
74732	Stx11	syntaxin 11	68.8001429457363	0.64224929857031	0.177786618490618	0.000303589586858261	0.032344481317669	0.86682996036614	0.000303589586858261	up
15944	Irgm1	immunity-related GTPase family M member 1	1254.34079731656	0.70705769890498	0.199708689339286	0.000323570648802273	0.0336899188110552	1.75309657964845	0.000323570648802273	up
22436	Xdh	xanthine dehydrogenase	88.039380936513	0.712354979674628	0.199157927204167	0.00034859571527159	0.0351134423931098	1.193585220913	0.00034859571527159	up
12722	Clca3a1	chloride channel accessory 3A1	27.5355604897757	0.683699185707313	0.196512386189063	0.00034595599121789	0.0351134423931098	1.89369573624044	0.00034595599121789	up
226652	Arhgap30	Rho GTPase activating protein 30	12.2358773101103	0.628048769693323	0.185031012106784	0.000346370141505361	0.0351134423931098	2.30024657243759	0.000346370141505361	up
12517	Cd72	CD72 antigen	6.02600924652989	0.732668886151237	0.202992744530165	0.000360320268334965	0.0353891510596511	1.45459929518017	0.000360320268334965	up
108670	Epsti1	epithelial stromal interaction 1	20.5914316237732	0.706689324629732	0.198457549419769	0.000357175273026114	0.0353891510596511	1.17614787605492	0.000357175273026114	up
16409	Itgam	integrin alpha M	8.67195291906958	0.663269809255823	0.191918317711453	0.000365794204831675	0.0355001017800222	2.08792577531574	0.000365794204831675	up
109361	D730005E14Rik	RIKEN cDNA D730005E14 gene	13.9212848626134	0.708694892418727	0.202687628015634	0.00039348217141573	0.0377215042621835	1.54678573795905	0.00039348217141573	up
15015	H2-Q4	histocompatibility 2, Q region locus 4	101.314563568555	0.713954285821178	0.20301323520219	0.000398601597190503	0.0378694808617843	1.46764072136568	0.000398601597190503	up
279499	Kctd19	potassium channel tetramerisation domain containing 19	48.6172294574535	0.612534313093274	0.172959233153487	0.000404578187152493	0.0380884925653383	0.803816950295812	0.000404578187152493	up
65221	Slc15a3	solute carrier family 15, member 3	7.70413372857338	0.646095553544921	0.1880895887314	0.000409684997243662	0.0383396876587193	2.20217262671142	0.000409684997243662	up
14999	H2-DMb1	histocompatibility 2, class II, locus Mb1	46.0954844490829	0.704149255428464	0.20149165218039	0.000422664488281611	0.0393203022767071	1.62693419808283	0.000422664488281611	up
140497	Cd300c2	CD300C molecule 2	8.37144825940269	0.706215142384368	0.200975058317509	0.000449450091397416	0.0407285466761901	1.68045608119382	0.000449450091397416	up
100702	Gbp6	guanylate binding protein 6	137.160959104318	0.616860266044915	0.185630882780667	0.000475663166184849	0.0426724319928983	2.18478184316966	0.000475663166184849	up
20684	Sp100	nuclear antigen Sp100	73.0689911798332	0.700987028695456	0.202088910486545	0.000495242146001235	0.0433662783720602	1.28525475847974	0.000495242146001235	up
53857	Tuba8	tubulin, alpha 8	15.0436536653144	0.656233045283775	0.188048145185542	0.000497766217171039	0.0433662783720602	0.956253993283339	0.000497766217171039	up
17948	Naip2	NLR family, apoptosis inhibitory protein 2	6.28957200346569	0.707495734910547	0.203028254166322	0.000502651170382534	0.043421328026122	1.47271584511403	0.000502651170382534	up
67753	Eqtn	equatorin, sperm acrosome associated	6.4290880707559	0.697835330069377	0.20004164498869	0.000532750114098419	0.0457407356968358	1.20936566285261	0.000532750114098419	up
219132	Phf11d	PHD finger protein 11D	88.1632014917459	0.657824296466974	0.195035544987927	0.000536259020050111	0.0457407356968358	1.87492481052527	0.000536259020050111	up
23961	Oas1b	2'-5' oligoadenylate synthetase 1B	51.7601831026438	0.69806588145144	0.203026370377839	0.000545290037747065	0.0460916665239751	1.42932901813535	0.000545290037747065	up
74568	Mlkl	mixed lineage kinase domain-like	83.185263092908	0.631193746438292	0.182750470143726	0.000549592640760666	0.046206927797001	0.880234603431129	0.000549592640760666	up
22324	Vav1	vav guanine nucleotide exchange factor 1	11.7267823905529	0.653883785879221	0.195073275148814	0.00056088459305214	0.0468600978874799	1.89579223323436	0.00056088459305214	up
236573	Gbp9	guanylate-binding protein 9	121.639054023384	0.598692961460546	0.183408616052413	0.000563322637115742	0.0468600978874799	2.22001932850616	0.000563322637115742	up
13113	Cyp3a13	cytochrome P450, family 3, subfamily a, polypeptide 13	16.9147852161041	0.638305274777511	0.1859526358778	0.000605587202466801	0.0495887604019951	0.914108354842007	0.000605587202466801	up
79235	Lrat	lecithin-retinol acyltransferase (phosphatidylcholine-retinol-O-acyltransferase)	8.26396529818289	0.691340818473955	0.201992538062469	0.000615557525212213	0.0498855433576619	1.27653877818672	0.000615557525212213	up
