probe_id	colleague_log2FC	colleague_padj	ours_log2FC	ours_padj	status
ILMN_1213174	5.31288300164114	0.834540291442405	-1.27817767520717	0.00150257143026157	仅我们认为是DEG
ILMN_1213185	0	NA	0.391899591445227	0.145761580973133	ns
ILMN_1213186	0	NA	-0.315413105288613	0.255326340340491	ns
ILMN_1213191	0.884777608871466	0.834540291442405	-0.291513368807387	0.274333767978091	ns
ILMN_1213197	0.472752920569333	0.89521598537351	0.0263936900034745	0.969376031401557	ns
ILMN_1213200	-1.58496278579768	0.834540291442405	0.513856146410127	0.330398951986909	ns
ILMN_1213209	0.313645031866529	0.933898632974416	-0.0162927263835204	0.961353850704936	ns
ILMN_1213227	0.518587814006922	0.834540291442405	-0.111436797252424	0.501499688685469	ns
ILMN_1213231	0	NA	-0.644426909456209	0.0137282518534354	ns
ILMN_1213236	-0.4015641217038	0.948909516320909	-0.0530588810351409	0.902275512378807	ns
ILMN_1213244	0	NA	-0.0463216029518962	0.925689055941775	ns
ILMN_1213245	0.0834161542240297	0.977803830149523	0.00274749432798771	0.996729673872849	ns
ILMN_1213249	0.409399538981515	0.851775177702766	-0.128176424648321	0.65723189089888	ns
ILMN_1213257	-0.682366736537163	0.932280492392942	0.357749003794299	0.593900267136289	ns
ILMN_1213261	0	NA	0.0115535475582025	0.981886060606257	ns
ILMN_1213262	1.2700892011058	0.834540291442405	-0.212611513291395	0.544053651750919	ns
ILMN_1213265	-2.50250007045665	0.834540291442405	0.502053985987459	0.313868126037022	ns
ILMN_1213268	0	NA	0.458682758026141	0.0417306008791014	ns
ILMN_1213272	-1.32192797335474	0.834540291442405	0.339473736339341	0.436504719430888	ns
ILMN_1213273	0.636503501731361	0.834540291442405	-0.219361983383971	0.501807279587318	ns
ILMN_1213274	7.56442186854169	0.834540291442405	-1.90202446523068	0.00018392276883236	仅我们认为是DEG
ILMN_1213275	21.7639540413453	0.834540291442405	-0.89330410974939	0.00374285160807889	ns
ILMN_1213278	0.341164362972585	0.923275144172371	-0.218959996934267	0.50326282004807	ns
ILMN_1213286	-0.387631261510942	0.927638464517021	0.0253621675199946	0.948840512629642	ns
ILMN_1213287	1.04614198171498	0.890661940794666	0.157661483089186	0.722966203314878	ns
ILMN_1213289	0.462569689067557	0.834540291442405	-0.0857627243468189	0.720193085321573	ns
ILMN_1213290	0.999999825203073	0.883256421807338	-0.039562216578652	0.954496868303053	ns
ILMN_1213296	0.100035875704238	0.985484484434384	0.0363186479686197	0.946605612791936	ns
ILMN_1213297	-0.0116087139472871	1	0.0457045414911894	0.908358570893728	ns
ILMN_1213305	0.267605628166586	0.914290647363997	-0.018479053089778	0.948493117648521	ns
ILMN_1213306	5.3037809616996	0.834540291442405	-1.02074327085544	0.0352685329981621	仅我们认为是DEG
ILMN_1213307	0	NA	-0.794871878649458	0.0029114099971479	ns
ILMN_1213311	1.70781936755906	0.834540291442405	-0.397420708762316	0.411428153306541	ns
ILMN_1213316	4.59054326726787	0.834540291442405	-0.847114184501276	0.0268725083515832	ns
ILMN_1213317	-0.156227740944465	0.883790316410011	0.0369284516306232	0.899320845822404	ns
ILMN_1213322	-0.415037482399311	0.90167328991683	0.138457983844227	0.803077765699205	ns
ILMN_1213323	-0.0539950165130048	0.999826707913607	0.155951552039993	0.748982829224349	ns
ILMN_1213324	3.16146352561223	0.834540291442405	-0.305720593698747	0.501544316691378	ns
ILMN_1213331	0	NA	-0.580072151971899	0.0267682866006553	ns
ILMN_1213332	0.905672649481378	0.881609547378769	0.185784508406123	0.693443189594812	ns
ILMN_1213334	0	NA	0.0177219305013345	0.972311595608693	ns
ILMN_1213337	0.931981550132148	0.834540291442405	-0.22652837181265	0.43355616634269	ns
ILMN_1213339	-3.24462246275693	0.834540291442405	0.665964985076748	0.146607006620197	ns
ILMN_1213343	-3.92056583515421	0.834540291442405	1.0594868009153	0.122482097520423	ns
ILMN_1213345	-0.30155561620027	0.970203194651079	0.246492069672186	0.77360857462487	ns
ILMN_1213354	-0.736965567158954	0.851382722891333	0.118662945632554	0.846353162820808	ns
ILMN_1213355	1.19901785877403	0.834540291442405	-0.261364138607034	0.542291375818132	ns
ILMN_1213359	0	NA	0.50453990715199	0.165096006394348	ns
ILMN_1213360	5.8073549787246	0.834540291442405	-1.13176477038353	0.0140324295129127	仅我们认为是DEG
ILMN_1213361	0	NA	-0.0726985962625672	0.884769805150521	ns
ILMN_1213362	-0.367485731037885	0.922982389708363	0.166856083442286	0.670013558103252	ns
ILMN_1213364	0	NA	-0.227387402617746	0.394749371584936	ns
ILMN_1213365	22.763953838791	0.834540291442405	-1.04999221038717	0.0682276047129486	ns
ILMN_1213373	-0.0731962137302109	0.988874301052099	0.0105557872120547	0.981886060606257	ns
ILMN_1213376	0	NA	-0.149559591440649	0.705211466167151	ns
ILMN_1213378	-2.32192777080038	0.834540291442405	0.215642945911465	0.762794783501188	ns
ILMN_1213382	1.0694643307836	0.834540291442405	-0.0700256225065745	0.868885715521604	ns
ILMN_1213393	3.09771299408427	0.834540291442405	-0.558352385859402	0.0523855269617997	ns
ILMN_1213400	0.92525099645595	0.834540291442405	-0.0962801515113991	0.831232103448591	ns
ILMN_1213405	0.628737574137198	0.834540291442405	-0.13922895119004	0.545658484277103	ns
ILMN_1213409	4.18794117071837	0.834540291442405	-0.871724622226584	0.0243670324753317	ns
ILMN_1213414	0	NA	-0.231162641355635	0.719678739195105	ns
ILMN_1213426	0	NA	-0.227115917600011	0.386904540433594	ns
ILMN_1213431	1.6705082993328	0.834540291442405	-0.380913092584685	0.0307044781369909	ns
ILMN_1213433	0.742440641517695	0.834540291442405	-0.121285205764718	0.495869921296617	ns
ILMN_1213437	0	NA	-0.262199874733392	0.415256147419271	ns
ILMN_1213439	0.395928701622516	0.906397687040016	-0.314684290252623	0.374464656880709	ns
ILMN_1213443	-1.4594318933133	0.834540291442405	0.529428345562175	0.349413574718398	ns
